"product_number","product_name","product_base","order_date","units","gross_revenue_incl_gst","net_revenue_ex_gst","effective_cogs","gateway_fee","rto_cost","meta_spend","meta_purchases","net_profit","status"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-03",1,2999,2541.53,1180.03,74.98,0,0,0,1286.52,"PROFIT"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-05",1,2999,2541.53,1180.03,74.98,0,0,0,1286.52,"PROFIT"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-08",1,2999,2541.53,1180.03,74.98,117,0,0,1169.52,"PROFIT"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-11",6,17994,15249.15,7080.18,449.88,0,2389.52,9,5329.57,"PROFIT"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-12",16,47984,40664.41,18880.48,1199.68,117,15519.65,22,4947.6,"PROFIT"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-13",12,35988,30498.31,14160.36,899.76,117,16798.71,16,-1477.52,"LOSS"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-14",8,25492,21603.39,9340.24,699.84,117,10811.73,13,634.58,"PROFIT"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-15",6,20994,17791.53,7005.18,524.88,0,12971.79,10,-2710.32,"LOSS"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-16",8,27992,23722.03,9340.24,699.84,0,10795.5,9,2886.45,"PROFIT"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-17",4,13996,11861.02,4670.12,349.92,0,9138.99,6,-2298.01,"LOSS"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-18",0,0,0,0,0,0,4009.11,0,-4009.11,"LOSS"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-19",1,3499,2965.25,1167.53,87.48,0,1986.3,1,-276.06,"LOSS"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-20",8,26492,22450.85,11003.6,599.84,117,12164.29,12,-1433.88,"LOSS"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-21",6,17994,15249.15,8252.7,449.88,0,6427.51,7,119.06,"PROFIT"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-22",3,8997,7624.58,4126.35,224.94,117,3040.68,1,115.61,"PROFIT"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-23",3,8997,7624.58,4126.35,224.94,0,7013.78,6,-3740.49,"LOSS"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-24",7,20993,17790.68,9628.15,524.86,0,6564.6,10,1073.07,"PROFIT"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-25",8,23992,20332.2,11003.6,599.84,117,6647.24,11,1964.52,"PROFIT"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-26",7,20993,17790.68,9628.15,524.86,0,5722.78,11,1914.89,"PROFIT"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-27",2,5998,5083.05,2750.9,149.96,0,3336.75,7,-1154.56,"LOSS"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-28",2,5998,5083.05,2750.9,149.96,0,2879.8,3,-697.61,"LOSS"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-29",5,14995,12707.63,6877.25,374.9,0,4128.06,11,1327.42,"PROFIT"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-30",3,8997,7624.58,4126.35,224.94,117,2499.05,2,657.24,"PROFIT"
21,"TangleGuard Leash","TH-152-TANGLELEASH","2026-05-31",1,2999,2541.53,1375.45,74.98,0,1362.14,0,-271.04,"LOSS"
